"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",1701,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",132,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",30,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",94,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",17.7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",6.9,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",35,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",34.5,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",10.2,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",1.2,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",59.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",49.1,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",604,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",2017,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",2.2,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",543,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2018","2018",603,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",89.4,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",1000,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",8.7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",7.9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",8.2,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",57.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",12,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",3823,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",574,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",0.4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",30.8,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",94.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",13.9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",0.8,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",2.8,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",1949,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",0.2,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",1706,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",0,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",2983,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",1,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",40.5,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",6.2,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",700,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",55,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",409,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",77.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",11,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",3.4,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",357,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",4,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",62,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",1164,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",4.1,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",11.9,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",442,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",12,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",766,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",0.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2018","2018",0,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",11.6,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",4.2,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",1520,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",33,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",2.8,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",4.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",0.3,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",593,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",1331,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",13,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",2.6,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",3.5,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",230,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",132,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",0,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",357,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",670,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",582,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",4,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",281,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",3,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",1.9,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",250,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",19.6,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2018","2018",27.5,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",0.8,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",7,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",28.8,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",53.5,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",93,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",5.6,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",2.9,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",0.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",621,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",30,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",203,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",2.2,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",297,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",16.2,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",12.7,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",13.5,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",21,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",56.2,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",314,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",3777,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",0.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",239,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",90.7,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",92,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",14.2,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",139,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",9,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",7715,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",50.8,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",0.7,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",154,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2018","2018",1.2,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",0.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",13.1,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",16.9,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",23,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",1495,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",10.6,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",16.9,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2018","2018",6,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",90.6,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",6564,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",139,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",1006,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",32,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",49.8,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",45.7,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",2400,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2018","2018",754,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",324,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",0.4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2018","2018",5258,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",156,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2018","2018",0.3,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",4.5,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",7.1,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",240,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",18.8,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",40,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",11,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",8.3,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2018","2018",10876,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2018","2018",13.3,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",657,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",329,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2018","2018",2.3,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2018","2018",4.8,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",71,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",3.4,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2018","2018",25.3,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2018","2018",14,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",54,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2018","2018",81,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2018","2018",0.9,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2018","2018",115,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",15.3,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",2776,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",158,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2018","2018",1.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",34,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",880,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",8.3,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",7.1,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",1.2,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2018","2018",477,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",627,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",456,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2018","2018",0.7,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",15.6,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2018","2018",16,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",2918,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2018","2018",3.5,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",206,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",665,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",1777,,
